critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,direc_birthyear,birth_place,d_countries,age
Diego Batlle,Argentina,La Nacion,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Diego Batlle,Argentina,La Nacion,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Diego Batlle,Argentina,La Nacion,Elephant ,Gus Van Sant,2003.0,Gus Van Sant,,/name/nm0001814/,1952.0,"Louisville, Kentucky, USA", USA,67.0
Diego Batlle,Argentina,La Nacion,Uncle Boonmee Who Can Recall His Past Lives ,Apichatpong Weerasethakul,2010.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand,49.0
NT Binh,France,Positif,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
NT Binh,France,Positif,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain,70.0
NT Binh,France,Positif,The Assassin ,Hou Hsiao-hsien,2015.0,Hou Hsiao-hsien,,/title/tt4092526/,,,,
NT Binh,France,Positif,Million Dollar Baby ,Clint Eastwood,2004.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA,89.0
NT Binh,France,Positif,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
NT Binh,France,Positif,Leviathan ,Andrey Zvyagintsev,2014.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],55.0
NT Binh,France,Positif,A Touch of Sin ,Jia Zhangke,2013.0,Jia Zhangke,,/title/tt4092686/,,,,
NT Binh,France,Positif,Distant ,Nuri Bilge Ceylan,2002.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey,60.0
NT Binh,France,Positif,The New World ,Terrence Malick,2005.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
NT Binh,France,Positif,A Prophet ,Jacques Audiard,2009.0,Jacques Audiard,,/name/nm0002191/,1952.0,"Paris, France", France,67.0
Lizelle Bisschoff,UK,University of Glasgow,Timbuktu ,Abderrahmane Sissako,2014.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania,58.0
Lizelle Bisschoff,UK,University of Glasgow,Blue Is the Warmest Color ,Abdellatif Kechiche,2013.0,Abdellatif Kechiche,,/name/nm0444244/,1960.0,"Tunis, Tunisia", Tunisia,59.0
Lizelle Bisschoff,UK,University of Glasgow,Moolaadé ,,,,,/name/nm0545408/,1928.0,"Buffalo, New York, USA", USA,91.0
Lizelle Bisschoff,UK,University of Glasgow,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Lizelle Bisschoff,UK,University of Glasgow,The Secret in Their Eyes ,Juan José Campanella,2009.0,Juan José Campanella,,/name/nm0002728/,1959.0,"Buenos Aires, Argentina", Argentina,60.0
Lizelle Bisschoff,UK,University of Glasgow,Oldboy ,Park Chan-wook,2003.0,Park Chan-wook,,/name/nm0661791/,1963.0,"Seoul, South Korea", South Korea,56.0
Lizelle Bisschoff,UK,University of Glasgow,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Lizelle Bisschoff,UK,University of Glasgow,Fat Girl ,Catherine Breillat,2001.0,Catherine Breillat,,/name/nm0106924/,1948.0,"Bressuire, Deux-Sèvres, France", France,71.0
Lizelle Bisschoff,UK,University of Glasgow,The Orphanage ,J. A. Bayona,2007.0,J. A. Bayona,,/name/nm1291105/,1975.0,"Barcelona, Catalonia, Spain", Spain,44.0
Lizelle Bisschoff,UK,University of Glasgow,The Hunt ,Thomas Vinterberg,2012.0,Thomas Vinterberg,,/name/nm0899121/,1969.0,"Copenhagen, Denmark", Denmark,50.0
Christian Blauvelt,US,BBC Culture,Spring Breakers ,Harmony Korine,2012.0,Harmony Korine,,/name/nm0005101/,1973.0,"Bolinas, California, USA", USA,46.0
Christian Blauvelt,US,BBC Culture,My Winnipeg ,Guy Maddin,2007.0,Guy Maddin,,/name/nm0534665/,1956.0,"Winnipeg, Manitoba, Canada", Canada,63.0
Christian Blauvelt,US,BBC Culture,The Ghost Writer ,Roman Polanski,2010.0,Roman Polanski,,/name/nm0000591/,1933.0,"Paris, France", France,86.0
Christian Blauvelt,US,BBC Culture,Moulin Rouge! ,Baz Luhrmann,2001.0,Baz Luhrmann,,/name/nm0525303/,1962.0,"New South Wales, Australia", Australia,57.0
Christian Blauvelt,US,BBC Culture,Star Wars: Episode III – Revenge of the Sith ,George Lucas,2005.0,George Lucas,,/name/nm0000184/,1944.0,"Modesto, California, USA", USA,75.0
Christian Blauvelt,US,BBC Culture,Manakamana ,Pacho Velez and Stephanie Spray,2013.0,Pacho Velez, Stephanie Spray,/name/nm1381945/,,,,
Christian Blauvelt,US,BBC Culture,The Curious Case of Benjamin Button ,David Fincher,2008.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Christian Blauvelt,US,BBC Culture,"You, The Living ",Roy Andersson,2007.0,Roy Andersson,,/name/nm0027815/,1943.0,"Gothenburg, Västra Götalands län, Sweden", Sweden,76.0
Christian Blauvelt,US,BBC Culture,Mother ,Bong Joon-ho,2009.0,Bong Joon-ho,,/name/nm0094435/,1969.0,"Daegu, South Korea", South Korea,50.0
Christian Blauvelt,US,BBC Culture,A Serious Man ,Joel and Ethan Coen,2009.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Mahen Bonetti,US,African Film Festival Inc,Moolaadé ,Ousmane Sembène,2004.0,Ousmane Sembène,,/name/nm0783733/,1923.0,"Ziguenchor, Casamance, Senegal", Senegal,96.0
Mahen Bonetti,US,African Film Festival Inc,Timbuktu ,Abderrahmane Sissako,2014.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania,58.0
Mahen Bonetti,US,African Film Festival Inc,Cuba: An African Odyssey ,Jihan El-Tahri,2007.0,Jihan El-Tahri,,/name/nm1911613/,,,,
Mahen Bonetti,US,African Film Festival Inc,"Sexe, gombo et beurre salé ",Mahamat-Saleh Haroun,2008.0,Mahamat-Saleh Haroun,,/name/nm0757958/,,,,
Mahen Bonetti,US,African Film Festival Inc,Shoot the Messenger ,Ngozi Onwurah,2006.0,Ngozi Onwurah,,/name/nm0648937/,,,,
Mahen Bonetti,US,African Film Festival Inc,Red Leaves ,Bazi Gete,2014.0,Bazi Gete,,/name/nm6514631/,,,,
Mahen Bonetti,US,African Film Festival Inc,The Colonial Misunderstanding ,Jean-Marie Téno,2004.0,Jean-Marie Téno,,/name/nm0879403/,1954.0,"Famleng, Cameroon", Cameroon,65.0
Mahen Bonetti,US,African Film Festival Inc,Restless City ,Andrew Dosunmu,2011.0,Andrew Dosunmu,,/name/nm0234506/,,,,
Mahen Bonetti,US,African Film Festival Inc,Conversations on a Sunday Afternoon ,Khalo Matabane,2005.0,Khalo Matabane,,/name/nm1988834/,,,,
Mahen Bonetti,US,African Film Festival Inc,Belle ,Amma Asante,2013.0,Amma Asante,,/name/nm1392994/,,,,
Andreas Borcholte,Germany,Spiegel Online,Requiem for a Dream ,Darren Aronofsky,2000.0,Darren Aronofsky,,/name/nm0004716/,1969.0,"Brooklyn, New York City, New York, USA", USA,50.0
Andreas Borcholte,Germany,Spiegel Online,Antichrist ,Lars von Trier,2009.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark,63.0
Andreas Borcholte,Germany,Spiegel Online,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Andreas Borcholte,Germany,Spiegel Online,The Child ,Jean-Pierre and Luc Dardenne,2005.0,Jean-Pierre, Luc Dardenne,/name/nm0077450/,,,,
Andreas Borcholte,Germany,Spiegel Online,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Andreas Borcholte,Germany,Spiegel Online,Fish Tank ,Andrea Arnold,2009.0,Andrea Arnold,,/name/nm0036349/,1961.0,"Dartford, Kent, England, UK", UK,58.0
Andreas Borcholte,Germany,Spiegel Online,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Andreas Borcholte,Germany,Spiegel Online,Inception ,Christopher Nolan,2010.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Andreas Borcholte,Germany,Spiegel Online,Kill Bill: Vol. 1 ,Quentin Tarantino,2003.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA,56.0
Andreas Borcholte,Germany,Spiegel Online,Irreversible ,Gaspar Noé,2002.0,Gaspar Noé,,/name/nm0637615/,1963.0,"Buenos Aires, Argentina", Argentina,56.0
Utpal Borpujari,India,Freelance film critic,Amour ,Michael Haneke,2012.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Utpal Borpujari,India,Freelance film critic,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Utpal Borpujari,India,Freelance film critic,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Utpal Borpujari,India,Freelance film critic,A Prophet ,Jacques Audiard,2009.0,Jacques Audiard,,/name/nm0002191/,1952.0,"Paris, France", France,67.0
Utpal Borpujari,India,Freelance film critic,Monsoon Wedding ,Mira Nair,2001.0,Mira Nair,,/name/nm0619762/,1957.0,"Bhubaneshwar, Orissa, India", India,62.0
Utpal Borpujari,India,Freelance film critic,Son of Saul ,László Nemes,2015.0,László Nemes,,/name/nm1841577/,1977.0,"Budapest, Hungary", Hungary,42.0
Utpal Borpujari,India,Freelance film critic,Thithi ,Raam Reddy,2015.0,Raam Reddy,,/name/nm5339365/,,,,
Utpal Borpujari,India,Freelance film critic,Blue Is the Warmest Color ,Abdellatif Kechiche,2013.0,Abdellatif Kechiche,,/name/nm0444244/,1960.0,"Tunis, Tunisia", Tunisia,59.0
Utpal Borpujari,India,Freelance film critic,No Man's Land ,Danis Tanovic,2001.0,Danis Tanovic,,/name/nm0849786/,1969.0,"Zenica, Bosnia and Herzegovina, Yugoslavia", Yugoslavia,50.0
Utpal Borpujari,India,Freelance film critic,Waltz with Bashir ,Ari Folman,2008.0,Ari Folman,,/name/nm0284369/,1962.0,"Haifa, Israel", Israel,57.0
Richard Brody,US,The New Yorker,In Praise of Love ,Jean-Luc Godard,2001.0,Jean-Luc Godard,,/name/nm0000419/,1930.0,"Paris, France", France,89.0
Richard Brody,US,The New Yorker,The Wolf of Wall Street ,Martin Scorsese,2013.0,Martin Scorsese,,/name/nm0000217/,1942.0,"Queens, New York City, New York, USA", USA,77.0
Richard Brody,US,The New Yorker,The Last of the Unjust ,Claude Lanzmann,2013.0,Claude Lanzmann,,/name/nm0487351/,1925.0,"Bois-Colombes, Hauts-de-Seine, France", France,94.0
Richard Brody,US,The New Yorker,Like Someone In Love ,Abbas Kiarostami,2012.0,Abbas Kiarostami,,/name/nm0452102/,1940.0,"Tehran, Iran", Iran,79.0
Richard Brody,US,The New Yorker,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Richard Brody,US,The New Yorker,Butter on the Latch ,Josephine Decker,2013.0,Josephine Decker,,/name/nm2528451/,,,,
Richard Brody,US,The New Yorker,Heaven Knows What ,Josh and Benny Safdie,2014.0,Josh, Benny Safdie,/name/nm0005045/,1978.0,"Vancouver, British Columbia, Canada", Canada,41.0
Richard Brody,US,The New Yorker,The Future ,Miranda July,2011.0,Miranda July,,/name/nm0432380/,1974.0,"Barre, Vermont, USA", USA,45.0
Richard Brody,US,The New Yorker,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Richard Brody,US,The New Yorker,Coma ,Sara Fattahi,2015.0,Sara Fattahi,,/name/nm7986571/,,,,
Hannah Brown,Israel,Jerusalem Post,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania,51.0
Hannah Brown,Israel,Jerusalem Post,The Royal Tenenbaums ,Wes Anderson,2001.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Hannah Brown,Israel,Jerusalem Post,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Hannah Brown,Israel,Jerusalem Post,Waltz with Bashir ,Ari Folman,2008.0,Ari Folman,,/name/nm0284369/,1962.0,"Haifa, Israel", Israel,57.0
Hannah Brown,Israel,Jerusalem Post,The Matchmaker ,Avi Nesher,2010.0,Avi Nesher,,/name/nm0626409/,1953.0,"Ramat Gan, Israel", Israel,66.0
Hannah Brown,Israel,Jerusalem Post,Footnote ,Joseph Cedar,2011.0,Joseph Cedar,,/name/nm0147737/,1968.0,"New York City, New York, USA", USA,51.0
Hannah Brown,Israel,Jerusalem Post,The Son ,Jean-Pierre and Luc Dardenne,2002.0,Jean-Pierre, Luc Dardenne,/name/nm0077450/,,,,
Hannah Brown,Israel,Jerusalem Post,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Hannah Brown,Israel,Jerusalem Post,You Can Count On Me ,Kenneth Lonergan,2000.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA,57.0
Hannah Brown,Israel,Jerusalem Post,Yossi & Jagger ,Eytan Fox,2002.0,Eytan Fox,,/name/nm0297202/,1964.0,"New York City, New York, USA", USA,55.0
Luke Buckmaster,Australia,The Guardian/BBC Culture,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Luke Buckmaster,Australia,The Guardian/BBC Culture,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Luke Buckmaster,Australia,The Guardian/BBC Culture,"O Brother, Where Art Thou? ",Joel and Ethan Coen,2000.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Luke Buckmaster,Australia,The Guardian/BBC Culture,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Luke Buckmaster,Australia,The Guardian/BBC Culture,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Luke Buckmaster,Australia,The Guardian/BBC Culture,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Luke Buckmaster,Australia,The Guardian/BBC Culture,The Babadook ,Jennifer Kent,2014.0,Jennifer Kent,,/name/nm0448768/,,,,
Luke Buckmaster,Australia,The Guardian/BBC Culture,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Luke Buckmaster,Australia,The Guardian/BBC Culture,Caché ,Michael Haneke,2005.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Luke Buckmaster,Australia,The Guardian/BBC Culture,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Luciano Castillo,Cuba,Cinemateca de Cuba,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Luciano Castillo,Cuba,Cinemateca de Cuba,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Luciano Castillo,Cuba,Cinemateca de Cuba,"Spring, Summer, Fall, Winter…and Spring ",Kim Ki-duk,2003.0,Kim Ki-duk,,/title/tt1137972/,,,,
Luciano Castillo,Cuba,Cinemateca de Cuba,Melancholia ,Lars von Trier,2011.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark,63.0
Luciano Castillo,Cuba,Cinemateca de Cuba,Elephant ,Gus Van Sant,2003.0,Gus Van Sant,,/name/nm0001814/,1952.0,"Louisville, Kentucky, USA", USA,67.0
Luciano Castillo,Cuba,Cinemateca de Cuba,Russian Ark ,Aleksandr Sokurov,2002.0,Aleksandr Sokurov,,/name/nm0812546/,1951.0,"Podorvikha, Irkutskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],68.0
Luciano Castillo,Cuba,Cinemateca de Cuba,City of God ,Fernando Meirelles and Kátia Lund,2002.0,Fernando Meirelles, Kátia Lund,/name/nm0576987/,1955.0,"São Paulo, São Paulo, Brazil", Brazil,64.0
Luciano Castillo,Cuba,Cinemateca de Cuba,A Prophet ,Jacques Audiard,2009.0,Jacques Audiard,,/name/nm0002191/,1952.0,"Paris, France", France,67.0
Luciano Castillo,Cuba,Cinemateca de Cuba,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania,51.0
Luciano Castillo,Cuba,Cinemateca de Cuba,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,1968.0,"Bloomington, Minnesota, USA", USA,51.0
Monica Castillo,US,New York Times Watching,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Monica Castillo,US,New York Times Watching,Persepolis ,Vincent Paronnaud and Marjane Satrapi,2007.0,Vincent Paronnaud, Marjane Satrapi,/name/nm1749112/,,,,
Monica Castillo,US,New York Times Watching,Fish Tank ,Andrea Arnold,2009.0,Andrea Arnold,,/name/nm0036349/,1961.0,"Dartford, Kent, England, UK", UK,58.0
Monica Castillo,US,New York Times Watching,Pan's Labyrinth ,Guillermo Del Toro,2006.0,Guillermo Del Toro,,/name/nm0868219/,1964.0,"Guadalajara, Jalisco, Mexico", Mexico,55.0
Monica Castillo,US,New York Times Watching,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Monica Castillo,US,New York Times Watching,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Monica Castillo,US,New York Times Watching,Mad Max: Fury Road ,George Miller,2015.0,George Miller,,/name/nm0004306/,1945.0,"Chinchilla, Queensland, Australia", Australia,74.0
Monica Castillo,US,New York Times Watching,Attack the Block ,Joe Cornish,2011.0,Joe Cornish,,/name/nm0180428/,1968.0,"London, England, UK", UK,51.0
Monica Castillo,US,New York Times Watching,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Monica Castillo,US,New York Times Watching,The Royal Tenenbaums ,Wes Anderson,2001.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Samuel Castro,Colombia,El Colombiano,The Secret in Their Eyes ,Juan José Campanella,2009.0,Juan José Campanella,,/name/nm0002728/,1959.0,"Buenos Aires, Argentina", Argentina,60.0
Samuel Castro,Colombia,El Colombiano,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Samuel Castro,Colombia,El Colombiano,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Samuel Castro,Colombia,El Colombiano,Ratatouille ,Brad Bird and Jan Pinkava,2007.0,Brad Bird, Jan Pinkava,/name/nm0083348/,1957.0,"Kalispell, Montana, USA", USA,62.0
Samuel Castro,Colombia,El Colombiano,Stories We Tell ,Sarah Polley,2012.0,Sarah Polley,,/name/nm0001631/,1979.0,"Toronto, Ontario, Canada", Canada,40.0
Samuel Castro,Colombia,El Colombiano,Pan's Labyrinth ,Guillermo Del Toro,2006.0,Guillermo Del Toro,,/name/nm0868219/,1964.0,"Guadalajara, Jalisco, Mexico", Mexico,55.0
Samuel Castro,Colombia,El Colombiano,Amores Perros ,Alejandro González Iñárritu,2000.0,Alejandro González Iñárritu,,/name/nm0327944/,1963.0,"Mexico City, Distrito Federal, Mexico", Mexico,56.0
Samuel Castro,Colombia,El Colombiano,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Samuel Castro,Colombia,El Colombiano,Minority Report ,Steven Spielberg,2002.0,Steven Spielberg,,/name/nm0000229/,1946.0,"Cincinnati, Ohio, USA", USA,73.0
Samuel Castro,Colombia,El Colombiano,Moulin Rouge! ,Baz Luhrmann,2001.0,Baz Luhrmann,,/name/nm0525303/,1962.0,"New South Wales, Australia", Australia,57.0
Justin Chang,US,Los Angeles Times,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Justin Chang,US,Los Angeles Times,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Justin Chang,US,Los Angeles Times,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Justin Chang,US,Los Angeles Times,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Justin Chang,US,Los Angeles Times,Secret Sunshine ,Lee Chang-dong,2007.0,Lee Chang-dong,,/name/nm0496969/,1954.0,"Daegu, South Korea", South Korea,65.0
Justin Chang,US,Los Angeles Times,Zodiac ,David Fincher,2007.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Justin Chang,US,Los Angeles Times,The Dark Knight ,Christopher Nolan,2008.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Justin Chang,US,Los Angeles Times,The Son ,Jean-Pierre and Luc Dardenne,2002.0,Jean-Pierre, Luc Dardenne,/name/nm0077450/,,,,
Justin Chang,US,Los Angeles Times,Brokeback Mountain ,Ang Lee,2005.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Justin Chang,US,Los Angeles Times,35 Shots of Rum ,Claire Denis,2008.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France,73.0
Enrico Chiesa,Senegal,AfricaFilms.TV,The Three Burials of Melquiades Estrada ,Tommy Lee Jones,2005.0,Tommy Lee Jones,,/name/nm0000169/,1946.0,"San Saba, Texas, USA", USA,73.0
Enrico Chiesa,Senegal,AfricaFilms.TV,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Enrico Chiesa,Senegal,AfricaFilms.TV,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Enrico Chiesa,Senegal,AfricaFilms.TV,Birdman ,Alejandro González Iñárritu,2014.0,Alejandro González Iñárritu,,/name/nm0327944/,1963.0,"Mexico City, Distrito Federal, Mexico", Mexico,56.0
Enrico Chiesa,Senegal,AfricaFilms.TV,The Blind Swordsman: Zatoichi ,Takeshi Kitano,2003.0,Takeshi Kitano,,/name/nm0001429/,1947.0,"Tokyo, Japan", Japan,72.0
